#Digilent WaveForms Oscilloscope Acquisition
#Device Name: PlasmaStuff
#Serial Number: SN:210321A41FE0
#Date Time: 2018-11-27 16:26:48.980
#Sample rate: 40000Hz
#Samples: 8192
#Trigger: Source: Channel 2 Type: Edge Condition: Rising Level: 200 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 2 V/div Offset: 8.6 V
#Channel 2: Range: 2 V/div Offset: 0 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.10135000000000001,-8.075940104747648,-0.056891627293477007
-0.101325,-8.075940104747648,-0.060609013040359955
-0.1013,-8.0796129463796778,-0.060609013040359955
-0.101275,-8.0796129463796778,-0.060609013040359955
-0.10125000000000001,-8.0796129463796778,-0.064326398787241196
-0.10122500000000001,-8.0796129463796778,-0.068043784534120758
-0.1012,-8.0832857880117075,-0.071761170281003692
-0.101175,-8.0832857880117075,-0.075478556027884947
-0.10115,-8.0832857880117075,-0.075478556027884947
-0.10112500000000001,-8.0832857880117075,-0.082913327521647442
-0.10110000000000001,-8.0869586296437372,-0.082913327521647442
-0.101075,-8.086958629643739,-0.086630713268528697
-0.10105,-8.086958629643739,-0.090348099015409938
-0.101025,-8.0906314712757688,-0.094065484762291193
-0.10100000000000001,-8.0906314712757688,-0.097782870509172434
-0.10097500000000001,-8.0906314712757688,-0.097782870509172434
-0.10095,-8.0906314712757688,-0.10150025625605369
-0.100925,-8.0906314712757688,-0.10521764200293493
-0.1009,-8.0906314712757688,-0.10893502774981619
-0.10087500000000001,-8.0906314712757688,-0.11265241349669743
-0.10085000000000001,-8.0943043129077985,-0.11265241349669743
-0.100825,-8.0943043129078003,-0.11636979924357868
-0.1008,-8.0943043129078003,-0.11636979924357868
-0.100775,-8.0943043129078003,-0.12008718499045994
-0.10075000000000001,-8.09797715453983,-0.12380457073734119
-0.10072500000000001,-8.09797715453983,-0.12380457073734119
-0.1007,-8.09797715453983,-0.13123934223110367
-0.100675,-8.09797715453983,-0.13123934223110367
-0.10065,-8.09797715453983,-0.13495672797798491
-0.10062500000000001,-8.1016499961718615,-0.13867411372486618
-0.10060000000000001,-8.1016499961718615,-0.14239149947174573
-0.100575,-8.1016499961718615,-0.14239149947174742
-0.10055,-8.1016499961718615,-0.14982627096550993
-0.100525,-8.1016499961718615,-0.15354365671239117
-0.10050000000000001,-8.1016499961718615,-0.15354365671239117
-0.10047500000000001,-8.1053228378038895,-0.15726104245927072
-0.10045,-8.1053228378038913,-0.16097842820615366
-0.100425,-8.1053228378038913,-0.16097842820615366
-0.1004,-8.1053228378038913,-0.16469581395303493
-0.10037500000000001,-8.108995679435921,-0.16841319969991617
-0.10035000000000001,-8.108995679435921,-0.17213058544679571
-0.100325,-8.108995679435921,-0.17213058544679741
-0.1003,-8.108995679435921,-0.17584797119367868
-0.100275,-8.108995679435921,-0.17956535694055992
-0.10025000000000001,-8.108995679435921,-0.18328274268744116
-0.10022500000000001,-8.1126685210679508,-0.18700012843432071
-0.1002,-8.1126685210679526,-0.19071751418120367
-0.100175,-8.1163413626999823,-0.19071751418120367
-0.10015,-8.1126685210679526,-0.19443489992808491
-0.10012500000000001,-8.1163413626999823,-0.19815228567496615
-0.10010000000000001,-8.1163413626999823,-0.20186967142184739
-0.100075,-8.1163413626999823,-0.20186967142184739
-0.10005,-8.1126685210679526,-0.20558705716872866
-0.100025,-8.1163413626999823,-0.2093044429156099
-0.10000000000000001,-8.1163413626999823,-0.2093044429156099
-0.099975000000000008,-8.1163413626999823,-0.21302182866249114
-0.099949999999999997,-8.1163413626999823,-0.21302182866249114
-0.099925,-8.1163413626999823,-0.21673921440937241
-0.099900000000000003,-8.1200142043320138,-0.22045660015625365
-0.099875000000000005,-8.1163413626999823,-0.22045660015625365
-0.099850000000000008,-8.1163413626999823,-0.22417398590313489
-0.099824999999999997,-8.1163413626999823,-0.22417398590313489
-0.0998,-8.1200142043320138,-0.22789137165001613
-0.099775000000000003,-8.1200142043320138,-0.2316087573968974
-0.099750000000000005,-8.1200142043320138,-0.23532614314377864
-0.099725000000000008,-8.1200142043320138,-0.23904352889065988
-0.099699999999999997,-8.1200142043320156,-0.24276091463754285
-0.099675,-8.1236870459640436,-0.24647830038442239
-0.099650000000000002,-8.1236870459640436,-0.24647830038442239
-0.099625000000000005,-8.1236870459640436,-0.25019568613130366
-0.099600000000000008,-8.1273598875960751,-0.2539130718781849
-0.099574999999999997,-8.1273598875960751,-0.25763045762506614
-0.09955,-8.1273598875960751,-0.25763045762506614
-0.099525000000000002,-8.1273598875960751,-0.26134784337194739
-0.099500000000000005,-8.1273598875960751,-0.26878261486570987
-0.099475000000000008,-8.1273598875960751,-0.26878261486570987
-0.099449999999999997,-8.1273598875960769,-0.27250000061259111
-0.099424999999999999,-8.1310327292281048,-0.27250000061259111
-0.099400000000000002,-8.1273598875960751,-0.27621738635947241
-0.099375000000000005,-8.1310327292281048,-0.27993477210635365
-0.099350000000000008,-8.1310327292281048,-0.27993477210635365
-0.099324999999999997,-8.1310327292281048,-0.28365215785323655
-0.099299999999999999,-8.1310327292281048,-0.28736954360011613
-0.099275000000000002,-8.1310327292281048,-0.29108692934699737
-0.099250000000000005,-8.1347055708601363,-0.29480431509387861
-0.099225000000000008,-8.1347055708601363,-0.29852170084075985
-0.099199999999999997,-8.1347055708601363,-0.29852170084076152
-0.099174999999999999,-8.1347055708601363,-0.30223908658764115
-0.099150000000000002,-8.1347055708601363,-0.30595647233452239
-0.099125000000000005,-8.1347055708601363,-0.30595647233452239
-0.099100000000000008,-8.1347055708601363,-0.31339124382828487
-0.099074999999999996,-8.1347055708601363,-0.31710862957516778
-0.099049999999999999,-8.1347055708601363,-0.32082601532204735
-0.099025000000000002,-8.1383784124921661,-0.32082601532204735
-0.099000000000000005,-8.1383784124921661,-0.32454340106892859
-0.098975000000000007,-8.1347055708601363,-0.32454340106892859
-0.098949999999999996,-8.1383784124921661,-0.32826078681581156
-0.098924999999999999,-8.1383784124921661,-0.33197817256269113
-0.098900000000000002,-8.1383784124921661,-0.33569555830957237
-0.098875000000000005,-8.1383784124921661,-0.33569555830957237
-0.098850000000000007,-8.1383784124921661,-0.33941294405645361
-0.098824999999999996,-8.1383784124921661,-0.339412944056457
-0.098799999999999999,-8.1383784124921661,-0.3468477155502161
-0.098775000000000002,-8.1420512541241958,-0.3468477155502161
-0.098750000000000004,-8.1420512541241958,-0.35056510129709734
-0.098725000000000007,-8.1420512541241958,-0.35056510129709734
-0.098699999999999996,-8.1420512541241958,-0.35799987279085987
-0.098674999999999999,-8.1420512541241958,-0.35799987279085987
-0.098650000000000002,-8.1420512541241958,-0.36171725853774112
-0.098625000000000004,-8.1420512541241958,-0.36171725853774112
-0.098600000000000007,-8.1457240957562274,-0.3691520300315036
-0.098574999999999996,-8.1457240957562274,-0.37286941577838484
-0.098549999999999999,-8.1457240957562274,-0.37286941577838484
-0.098525000000000001,-8.1420512541241958,-0.37658680152526608
-0.098500000000000004,-8.1457240957562274,-0.38030418727214732
-0.098475000000000007,-8.1457240957562274,-0.38030418727214732
-0.098449999999999996,-8.1457240957562274,-0.38402157301903028
-0.098424999999999999,-8.1457240957562274,-0.38773895876590986
-0.098400000000000001,-8.1493969373882571,-0.3914563445127911
-0.098375000000000004,-8.1457240957562274,-0.3914563445127911
-0.098350000000000007,-8.1457240957562274,-0.39517373025967234
-0.09832500000000001,-8.1457240957562274,-0.39889111600655192
-0.098299999999999998,-8.1457240957562274,-0.40260850175343482
-0.098275000000000001,-8.1493969373882571,-0.40632588750031606
-0.098250000000000004,-8.1493969373882571,-0.40632588750031606
-0.098225000000000007,-8.1457240957562274,-0.41004327324719736
-0.09820000000000001,-8.1493969373882553,-0.41376065899407694
-0.098174999999999998,-8.1493969373882571,-0.41747804474095984
-0.098150000000000001,-8.1493969373882571,-0.42119543048784108
-0.098125000000000004,-8.1493969373882571,-0.42491281623472232
-0.098100000000000007,-8.1493969373882571,-0.42491281623472232
-0.098075000000000009,-8.1493969373882571,-0.43234758772848142
-0.098049999999999998,-8.1493969373882571,-0.43234758772848481
-0.098025000000000001,-8.1530697790202886,-0.43234758772848481
-0.098000000000000004,-8.1530697790202886,-0.4360649734753661
-0.097975000000000007,-8.1530697790202886,-0.43978235922224734
-0.097950000000000009,-8.1493969373882589,-0.44349974496912692
-0.097924999999999998,-8.1530697790202886,-0.44721713071600983
-0.097900000000000001,-8.1530697790202886,-0.44721713071600983
-0.097875000000000004,-8.1530697790202886,-0.45093451646289107
-0.097850000000000006,-8.1530697790202886,-0.45093451646289107
-0.097825000000000009,-8.1530697790202886,-0.45465190220977064
-0.097799999999999998,-8.1530697790202886,-0.46208667370353484
-0.097775000000000001,-8.1567426206523184,-0.46580405945041609
-0.097750000000000004,-8.1530697790202886,-0.46580405945041609
-0.097725000000000006,-8.1567426206523184,-0.46952144519729733
-0.097700000000000009,-8.1567426206523184,-0.4732388309441769
-0.097674999999999998,-8.1567426206523184,-0.47323883094417857
-0.097650000000000001,-8.1567426206523184,-0.48067360243794105
-0.097625000000000003,-8.1567426206523184,-0.48067360243794105
-0.097600000000000006,-8.1567426206523184,-0.48439098818482229
-0.097575000000000009,-8.1567426206523184,-0.48810837393170192
-0.097549999999999998,-8.1567426206523184,-0.49182575967858483
-0.097525000000000001,-8.1567426206523184,-0.49554314542546607
-0.097500000000000003,-8.1567426206523184,-0.49926053117234731
-0.097475000000000006,-8.1567426206523184,-0.49926053117234731
-0.097450000000000009,-8.1567426206523184,-0.50297791691922689
-0.097424999999999998,-8.1567426206523184,-0.50669530266610985
-0.0974,-8.1604154622843499,-0.51041268841299114
-0.097375000000000003,-8.1567426206523184,-0.51413007415987222
-0.097350000000000006,-8.1604154622843499,-0.51784745990675352
-0.097325000000000009,-8.1604154622843499,-0.51784745990675352
-0.097299999999999998,-8.1604154622843499,-0.52156484565363481
-0.097275,-8.1604154622843499,-0.52528223140051611
-0.097250000000000003,-8.1604154622843499,-0.52899961714739741
-0.097225000000000006,-8.1604154622843499,-0.53271700289427848
-0.097200000000000009,-8.1604154622843499,-0.53643438864115811
-0.097174999999999997,-8.1604154622843499,-0.54015177438804107
-0.09715,-8.1604154622843499,-0.54386916013492237
-0.097125000000000003,-8.1640883039163796,-0.54758654588180344
-0.097100000000000006,-8.1640883039163796,-0.54758654588180344
-0.097075000000000009,-8.1640883039163796,-0.55130393162868307
-0.097049999999999997,-8.1640883039163796,-0.55502131737556604
-0.097025,-8.1640883039163796,-0.55873870312244733
-0.097000000000000003,-8.1640883039163796,-0.56245608886932863
-0.096975000000000006,-8.1640883039163796,-0.56245608886932863
-0.096950000000000008,-8.1640883039163796,-0.5661734746162097
-0.096924999999999997,-8.1677611455484112,-0.5661734746162097
-0.0969,-8.1640883039163796,-0.5661734746162097
-0.096875000000000003,-8.1640883039163796,-0.5661734746162097
-0.096850000000000006,-8.1640883039163796,-0.56245608886932863
-0.096825000000000008,-8.1677611455484112,-0.55873870312244733
-0.096799999999999997,-8.1640883039163796,-0.55873870312244733
-0.096775,-8.1640883039163796,-0.55502131737556604
-0.096750000000000003,-8.1640883039163796,-0.55130393162868474
-0.096725000000000005,-8.1640883039163796,-0.55130393162868474
-0.096700000000000008,-8.1640883039163796,-0.54758654588180344
-0.096674999999999997,-8.1640883039163796,-0.54386916013492237
-0.09665,-8.1640883039163796,-0.54386916013492237
-0.096625000000000003,-8.1604154622843499,-0.54015177438804107
-0.096600000000000005,-8.1640883039163796,-0.53643438864115978
-0.096575000000000008,-8.1604154622843499,-0.53643438864115978
-0.096549999999999997,-8.1604154622843481,-0.53271700289427681
-0.096525,-8.1567426206523184,-0.52899961714739741
-0.096500000000000002,-8.1604154622843499,-0.52528223140051611
-0.096475000000000005,-8.1604154622843499,-0.52528223140051611
-0.096450000000000008,-8.1604154622843499,-0.51784745990675352
-0.096424999999999997,-8.1604154622843499,-0.51784745990675352
-0.0964,-8.1604154622843499,-0.51784745990675352
-0.096375000000000002,-8.1604154622843499,-0.51413007415987222
-0.096350000000000005,-8.1604154622843499,-0.51041268841299114
-0.096325000000000008,-8.1567426206523184,-0.51041268841299114
-0.096299999999999997,-8.1604154622843499,-0.50669530266610818
-0.096274999999999999,-8.1604154622843499,-0.50297791691922855
-0.096250000000000002,-8.1604154622843499,-0.49926053117234731
-0.096225000000000005,-8.1604154622843499,-0.49926053117234731
-0.096200000000000008,-8.1567426206523184,-0.49926053117234731
-0.096174999999999997,-8.1604154622843481,-0.49554314542546268
-0.096149999999999999,-8.1567426206523184,-0.48810837393170359
-0.096125000000000002,-8.1567426206523184,-0.48810837393170359
-0.096100000000000005,-8.1567426206523184,-0.48439098818482229
-0.096075000000000008,-8.1567426206523184,-0.48067360243794105
-0.096049999999999996,-8.1567426206523166,-0.48067360243793938
-0.096024999999999999,-8.1530697790202886,-0.47695621669105981
-0.096000000000000002,-8.1567426206523184,-0.47323883094417857
-0.095975000000000005,-8.1530697790202886,-0.46952144519729733
-0.095950000000000008,-8.1567426206523184,-0.46580405945041609
-0.095924999999999996,-8.1530697790202886,-0.46208667370353484
-0.095899999999999999,-8.1530697790202886,-0.46208667370353484
-0.095875000000000002,-8.1530697790202886,-0.46208667370353484
-0.095850000000000005,-8.1530697790202886,-0.45836928795665355
-0.095825000000000007,-8.1530697790202886,-0.45465190220977231
-0.095799999999999996,-8.1530697790202886,-0.45093451646289107
-0.095774999999999999,-8.1530697790202886,-0.45093451646289107
-0.095750000000000002,-8.1530697790202886,-0.44349974496912858
-0.095725000000000005,-8.1493969373882571,-0.44349974496912858
-0.095700000000000007,-8.1530697790202886,-0.43978235922224734
-0.095674999999999996,-8.1493969373882571,-0.4360649734753661
-0.095649999999999999,-8.1493969373882571,-0.4360649734753661
-0.095625000000000002,-8.1493969373882571,-0.43234758772848481
-0.095600000000000004,-8.1493969373882571,-0.42863020198160356
-0.095575000000000007,-8.1493969373882571,-0.42491281623472232
-0.095549999999999996,-8.1493969373882571,-0.42119543048784108
-0.095524999999999999,-8.1493969373882571,-0.42119543048784108
-0.095500000000000002,-8.1493969373882571,-0.4137606589940786
-0.095475000000000004,-8.1493969373882571,-0.41004327324719736
-0.095450000000000007,-8.1493969373882571,-0.41004327324719736
-0.095424999999999996,-8.1457240957562274,-0.40632588750031606
-0.095399999999999999,-8.1457240957562274,-0.40632588750031606
-0.095375000000000001,-8.1457240957562274,-0.40260850175343482
-0.095350000000000004,-8.1457240957562274,-0.39889111600655358
-0.095325000000000007,-8.1457240957562274,-0.39889111600655358
-0.095299999999999996,-8.1457240957562274,-0.39517373025967067
-0.095274999999999999,-8.1457240957562274,-0.3914563445127911
-0.095250000000000001,-8.1457240957562274,-0.38773895876590986
-0.095225000000000004,-8.1420512541241958,-0.38773895876590986
-0.095200000000000007,-8.1420512541241958,-0.38402157301902862
-0.09517500000000001,-8.1420512541241958,-0.38030418727214899
-0.095149999999999998,-8.1457240957562274,-0.37658680152526608
-0.095125000000000001,-8.1420512541241958,-0.37658680152526608
-0.095100000000000004,-8.1420512541241958,-0.37286941577838484
-0.095075000000000007,-8.1420512541241958,-0.3691520300315036
-0.095050000000000009,-8.1383784124921679,-0.36543464428462402
-0.095024999999999998,-8.1383784124921661,-0.36171725853774112
-0.095000000000000001,-8.1383784124921661,-0.35799987279085987
-0.094975000000000004,-8.1383784124921661,-0.35428248704397863
-0.094950000000000007,-8.1383784124921661,-0.35428248704397863
-0.094925000000000009,-8.1420512541241941,-0.35428248704397863
-0.094899999999999998,-8.1383784124921661,-0.35056510129709734
-0.094875000000000001,-8.1383784124921661,-0.3468477155502161
-0.094850000000000004,-8.1383784124921661,-0.34313032980333485
-0.094825000000000007,-8.1383784124921661,-0.33941294405645361
-0.094800000000000009,-8.1383784124921661,-0.33941294405645361
-0.094774999999999998,-8.1383784124921661,-0.33569555830957237
-0.094750000000000001,-8.1383784124921661,-0.33569555830957237
-0.094725000000000004,-8.1383784124921661,-0.32826078681580989
-0.094700000000000006,-8.1383784124921661,-0.32826078681580989
-0.094675000000000009,-8.1383784124921661,-0.32454340106893026
-0.094649999999999998,-8.1383784124921661,-0.32082601532204735
-0.094625000000000001,-8.1383784124921661,-0.31710862957516611
-0.094600000000000004,-8.1347055708601363,-0.31710862957516611
-0.094575000000000006,-8.1347055708601363,-0.31339124382828487
-0.094550000000000009,-8.1347055708601363,-0.3096738580814053
-0.094524999999999998,-8.1347055708601363,-0.30595647233452239
-0.094500000000000001,-8.1347055708601363,-0.30223908658764115
-0.094475000000000003,-8.1347055708601363,-0.29852170084075985
-0.094450000000000006,-8.1347055708601363,-0.29852170084075985
-0.094425000000000009,-8.1310327292281066,-0.29480431509388028
-0.094399999999999998,-8.1310327292281048,-0.29108692934699737
-0.094375000000000001,-8.1310327292281048,-0.29108692934699737
-0.094350000000000003,-8.1310327292281048,-0.28365215785323489
-0.094325000000000006,-8.1310327292281048,-0.28365215785323489
-0.094300000000000009,-8.1273598875960769,-0.28365215785323489
-0.094274999999999998,-8.1273598875960751,-0.27993477210635365
-0.09425,-8.1273598875960751,-0.27621738635947241
-0.094225000000000003,-8.1273598875960751,-0.27250000061259111
-0.094200000000000006,-8.1273598875960751,-0.26878261486570987
-0.094175000000000009,-8.1236870459640453,-0.26506522911883029
-0.094149999999999998,-8.1273598875960751,-0.26506522911882863
-0.094125,-8.1236870459640436,-0.26134784337194739
-0.094100000000000003,-8.1273598875960751,-0.25763045762506614
-0.094075000000000006,-8.1236870459640436,-0.2539130718781849
-0.094050000000000009,-8.1236870459640436,-0.25019568613130533
-0.094024999999999997,-8.1236870459640436,-0.24647830038442239
-0.094,-8.1236870459640436,-0.24647830038442239
-0.093975000000000003,-8.1236870459640436,-0.24276091463754115
-0.093950000000000006,-8.1236870459640436,-0.23904352889065988
-0.093925000000000008,-8.1236870459640436,-0.23532614314378034
-0.093899999999999997,-8.1236870459640436,-0.23532614314377864
-0.093875,-8.1200142043320138,-0.2316087573968974
-0.093850000000000003,-8.1236870459640436,-0.22789137165001613
-0.093825000000000006,-8.1200142043320138,-0.22417398590313489
-0.093800000000000008,-8.1200142043320138,-0.22417398590313489
-0.093774999999999997,-8.1200142043320138,-0.22045660015625365
-0.09375,-8.1200142043320138,-0.21673921440937241
-0.093725000000000003,-8.1200142043320138,-0.21673921440937241
-0.093700000000000006,-8.1163413626999823,-0.21302182866249114
-0.093675000000000008,-8.1200142043320138,-0.2093044429156099
-0.093649999999999997,-8.1163413626999823,-0.2093044429156099
-0.093625,-8.1163413626999823,-0.20558705716872866
-0.093600000000000003,-8.1163413626999823,-0.20186967142184739
-0.093575000000000005,-8.1163413626999823,-0.19815228567496615
-0.093550000000000008,-8.1163413626999823,-0.19443489992808491
-0.093524999999999997,-8.1163413626999823,-0.19443489992808152
-0.0935,-8.1163413626999823,-0.1870001284343224
-0.093475000000000003,-8.1126685210679526,-0.18328274268744116
-0.093450000000000005,-8.1126685210679526,-0.18328274268744116
-0.093425000000000008,-8.1126685210679526,-0.17956535694055992
-0.093399999999999997,-8.1126685210679526,-0.17956535694055822
-0.093375,-8.1126685210679526,-0.17584797119367868
-0.093350000000000002,-8.1126685210679526,-0.17213058544679741
-0.093325000000000005,-8.108995679435921,-0.17213058544679741
-0.093300000000000008,-8.108995679435921,-0.16841319969991617
-0.093274999999999997,-8.1126685210679526,-0.16469581395303323
-0.09325,-8.1126685210679526,-0.16097842820615366
-0.093225000000000002,-8.108995679435921,-0.16097842820615366
-0.093200000000000005,-8.108995679435921,-0.15726104245927242
-0.093175000000000008,-8.108995679435921,-0.15354365671239117
-0.093149999999999997,-8.108995679435921,-0.14982627096550824
-0.093124999999999999,-8.108995679435921,-0.14610888521862866
-0.093100000000000002,-8.1053228378038913,-0.14610888521862866
-0.093075000000000005,-8.1053228378038913,-0.14239149947174742
-0.093050000000000008,-8.1053228378038913,-0.13495672797798491
-0.093024999999999997,-8.1053228378038913,-0.13495672797798322
-0.092999999999999999,-8.1053228378038913,-0.13123934223110367
-0.092975000000000002,-8.1016499961718615,-0.13123934223110367
-0.092950000000000005,-8.1016499961718615,-0.12752195648422243
-0.092925000000000008,-8.1016499961718615,-0.12380457073734119
-0.092899999999999996,-8.1016499961718598,-0.12008718499045824
-0.092874999999999999,-8.09797715453983,-0.11636979924357868
-0.092850000000000002,-8.09797715453983,-0.11636979924357868
-0.092825000000000005,-8.09797715453983,-0.11265241349669743
-0.092800000000000007,-8.09797715453983,-0.10893502774981619
-0.092774999999999996,-8.0943043129078021,-0.10893502774981449
-0.092749999999999999,-8.09797715453983,-0.10521764200293493
-0.092725000000000002,-8.0943043129078003,-0.10150025625605369
-0.092700000000000005,-8.0943043129078003,-0.097782870509172434
-0.092675000000000007,-8.0943043129078003,-0.097782870509172434
-0.092649999999999996,-8.0943043129077985,-0.0940654847622895
-0.092624999999999999,-8.0906314712757688,-0.090348099015409938
-0.092600000000000002,-8.0943043129078003,-0.086630713268528697
-0.092575000000000005,-8.0906314712757688,-0.086630713268528697
-0.092550000000000007,-8.0906314712757688,-0.082913327521647442
-0.092524999999999996,-8.0906314712757688,-0.079195941774764494
-0.092499999999999999,-8.0906314712757688,-0.075478556027884947
-0.092475000000000002,-8.0906314712757688,-0.071761170281003692
-0.092450000000000004,-8.0906314712757688,-0.068043784534122451
-0.092425000000000007,-8.086958629643739,-0.068043784534122451
-0.092399999999999996,-8.086958629643739,-0.064326398787239503
-0.092374999999999999,-8.086958629643739,-0.060609013040359955
-0.092350000000000002,-8.0832857880117075,-0.060609013040359955
-0.092325000000000004,-8.0832857880117075,-0.0568916272934787
-0.092300000000000007,-8.0832857880117075,-0.053174241546597452
-0.092274999999999996,-8.0832857880117057,-0.049456855799716204
-0.092249999999999999,-8.0796129463796778,-0.049456855799716204
-0.092225000000000001,-8.0796129463796778,-0.045739470052834956
-0.092200000000000004,-8.075940104747648,-0.042022084305953708
-0.092175000000000007,-8.0796129463796778,-0.038304698559072453
-0.09215000000000001,-8.0759401047476498,-0.034587312812192898
-0.092124999999999999,-8.075940104747648,-0.030869927065309957
-0.092100000000000001,-8.075940104747648,-0.027152541318428709
-0.092075000000000004,-8.075940104747648,-0.023435155571547461
-0.092050000000000007,-8.0722672631156165,-0.023435155571547461
-0.09202500000000001,-8.0722672631156165,-0.019717769824667903
-0.091999999999999998,-8.0722672631156165,-0.019717769824666213
-0.091975000000000001,-8.0685944214835867,-0.016000384077784962
-0.091950000000000004,-8.0685944214835867,-0.012282998330903714
-0.091925000000000007,-8.0722672631156165,-0.008565612584022466
-0.091900000000000009,-8.0685944214835885,-0.0048482268371429068
-0.091874999999999998,-8.0685944214835867,-0.0048482268371412163
-0.091850000000000001,-8.0649215798515552,-0.0011308410902599675
-0.091825000000000004,-8.0649215798515552,0.0025865446566212813
-0.091800000000000007,-8.0649215798515552,0.0025865446566212813
-0.091775000000000009,-8.0649215798515552,0.0063039304035008396
-0.091749999999999998,-8.0612487382195255,0.010021316150383779
-0.091725000000000001,-8.0612487382195255,0.010021316150383779
-0.091700000000000004,-8.0612487382195255,0.013738701897265029
-0.091675000000000006,-8.0612487382195255,0.017456087644146277
-0.091650000000000009,-8.0575758965874957,0.021173473391025835
-0.091624999999999998,-8.057575896587494,0.024890859137908776
-0.091600000000000001,-8.0539030549554642,0.028608244884790024
-0.091575000000000004,-8.0539030549554642,0.028608244884790024
-0.091550000000000006,-8.0539030549554642,0.032325630631671272
-0.091525000000000009,-8.0539030549554642,0.036043016378550827
-0.091499999999999998,-8.0539030549554642,0.039760402125433768
-0.091475000000000001,-8.0502302133234327,0.043477787872315016
-0.091450000000000004,-8.0502302133234327,0.043477787872315016
-0.091425000000000006,-8.0502302133234327,0.047195173619196271
-0.091400000000000009,-8.0465573716914047,0.050912559366075825
-0.091374999999999998,-8.0465573716914029,0.050912559366077519
-0.091350000000000001,-8.0465573716914029,0.054629945112958767
-0.091325000000000003,-8.0428845300593732,0.058347330859840014
-0.091300000000000006,-8.0428845300593732,0.058347330859840014
-0.091275000000000009,-8.0428845300593732,0.062064716606719569
-0.091249999999999998,-8.0428845300593732,0.065782102353602517
-0.091225000000000001,-8.0392116884273417,0.069499488100483758
-0.091200000000000003,-8.0392116884273417,0.073216873847365013
-0.091175000000000006,-8.0392116884273417,0.073216873847365013
-0.091150000000000009,-8.0392116884273417,0.076934259594244561
-0.091124999999999998,-8.0355388467953119,0.080651645341127509
-0.0911,-8.0318660051632804,0.08436903108800875
-0.091075000000000003,-8.0318660051632804,0.08436903108800875
-0.091050000000000006,-8.0318660051632804,0.088086416834890005
-0.091025000000000009,-8.0318660051632804,0.091803802581769567
-0.090999999999999998,-8.0281931635312507,0.095521188328652501
-0.090975,-8.0281931635312507,0.095521188328652501
-0.090950000000000003,-8.0281931635312507,0.099238574075533756
-0.090925000000000006,-8.0245203218992192,0.102955959822415
-0.090900000000000009,-8.0245203218992192,0.10667334556929456
-0.090874999999999997,-8.0245203218992192,0.10667334556929625
-0.09085,-8.0208474802671894,0.10667334556929625
-0.090825000000000003,-8.0208474802671894,0.11039073131617749
-0.090800000000000006,-8.0208474802671894,0.11410811706305875
-0.090775000000000008,-8.0171746386351597,0.1178255028099383
-0.090749999999999997,-8.0208474802671894,0.11782550280993999
